entry_momentum,exit_momentum,exit_pnl,momentum_threshold,total_days,days_traded,days_traded %,total_pnl,mean_pnl,max pnl,max pnl date,min pnl,min pnl date,std pnl,sharpe_ratio,Win %,# of Winners,mean_pnl_winners,mean_pnl_losers,avg $ move,avg tick move,ticker
-8,-6,-2,-0.05163556214039744,848,85,0.10023584905660378,-1549.9999999999848,-18.23529411764688,112.49999999999316,2018-09-17,-112.50000000000426,2020-03-23,45.54371188075003,-6.356010697468621,0.2823529411764706,24,23.214285714285534,-47.249999999999574,-0.0007294117647058751,-1.4588235294117504,QHG#
-6,-5,-1,-0.035546082498745246,848,85,0.10023584905660378,-1787.4999999999864,-21.02941176470572,112.50000000000426,2021-02-26,-237.5000000000016,2020-05-29,54.96927458553105,-6.073057448937019,0.32941176470588235,28,27.85714285714423,-55.25000000000069,-0.0008411764705882289,-1.682352941176458,QHG#
-8,-7,-6,0.038654085228948525,848,85,0.10023584905660378,-1012.4999999999495,-11.91176470588176,75.00000000000284,2020-03-12,-137.50000000001262,2021-02-25,31.57013888895364,-5.989628464771851,0.24705882352941178,21,17.968750000000448,-29.952830188678558,-0.0004764705882352704,-0.9529411764705408,QHG#
-8,-6,-3,-0.05163556214039744,848,85,0.10023584905660378,-1387.5000000000082,-16.323529411764802,112.49999999999316,2018-09-17,-162.49999999999875,2020-03-23,44.11090634778957,-5.874465466911764,0.24705882352941178,21,20.138888888888218,-43.11224489795885,-0.000652941176470592,-1.3058823529411843,QHG#
-7,-6,-5,-0.03855057854493138,848,85,0.10023584905660378,-712.5000000000271,-8.382352941176789,50.0000000000056,2018-12-31,-75.00000000000284,2018-10-04,22.771855940375303,-5.843429189608454,0.27058823529411763,23,9.523809523809533,-25.872093023256454,-0.00033529411764707153,-0.670588235294143,QHG#
-6,-3,1,-0.06011584349997266,848,83,0.09787735849056604,-1887.4999999999195,-22.740963855420716,200.00000000000017,2018-10-15,-237.5000000000016,2021-03-05,63.6523216983975,-5.671460207259015,0.3253012048192771,27,33.571428571429635,-63.80208333333243,-0.0009096385542168288,-1.8192771084336576,QHG#
-7,-6,-2,-0.03172287016519393,848,170,0.20047169811320756,-2412.5000000000064,-14.191176470588273,124.99999999999733,2018-10-15,-112.50000000000426,2019-01-09,41.311347550976144,-5.453173422572711,0.2647058823529412,45,24.8161764705882,-40.196078431372584,-0.0005676470588235309,-1.135294117647062,QHG#
-6,-3,0,-0.06011584349997266,848,83,0.09787735849056604,-1824.999999999921,-21.987951807227965,187.499999999996,2018-10-15,-237.5000000000016,2021-03-05,64.43913633883685,-5.41670689213168,0.3373493975903614,28,33.823529411765236,-60.71428571428447,-0.0008795180722891186,-1.7590361445782372,QHG#
-5,-4,10,0.044834911580533515,848,82,0.09669811320754718,-3300.000000000148,-40.24390243902619,200.00000000000017,2021-03-12,-675.0000000000034,2020-03-20,118.6671151651541,-5.383565151586741,0.34146341463414637,28,57.03124999999788,-102.5000000000016,-0.0016097560975610475,-3.2195121951220953,QHG#
-5,-4,9,0.044834911580533515,848,82,0.09669811320754718,-3275.000000000039,-39.93902439024438,212.49999999999324,2021-03-12,-624.9999999999977,2020-03-20,118.69010874999489,-5.341745521475947,0.3780487804878049,31,58.33333333333196,-106.12244897959171,-0.001597560975609775,-3.1951219512195497,QHG#
-8,-6,-1,-0.05163556214039744,848,85,0.10023584905660378,-1787.5000000000418,-21.029411764706374,175.00000000000293,2020-10-01,-174.99999999999181,2020-03-18,63.33407046600324,-5.270963322395799,0.3058823529411765,26,39.77272727272643,-59.615384615384876,-0.000841176470588255,-1.6823529411765101,QHG#
-8,-7,-6,0.0215820287218005,848,170,0.20047169811320756,-1450.0000000000623,-8.529411764706248,75.00000000000284,2020-03-12,-137.50000000001262,2021-02-25,26.522554088768068,-5.1050971072136635,0.2529411764705882,43,14.020270270270903,-25.91145833333447,-0.00034117647058824996,-0.6823529411764998,QHG#
-10,-7,-6,0.06862771678933119,848,85,0.10023584905660378,-712.4999999999826,-8.382352941176267,75.00000000000284,2020-03-12,-100.00000000000009,2020-03-13,26.261918729409945,-5.066869982905058,0.23529411764705882,20,13.486842105263571,-26.06382978723401,-0.0003352941176470506,-0.6705882352941013,QHG#
-7,-5,-2,-0.05564426415195278,848,85,0.10023584905660378,-1224.999999999976,-14.411764705882069,112.50000000000426,2021-02-26,-200.00000000000017,2020-05-29,45.296061564747355,-5.050763008722684,0.29411764705882354,25,29.741379310344424,-37.27678571428508,-0.0005764705882352829,-1.152941176470566,QHG#
-6,-5,0,-0.035546082498745246,848,84,0.09905660377358491,-2412.49999999994,-28.72023809523738,200.00000000000017,2018-10-15,-325.00000000000864,2018-11-16,90.53014379134956,-5.036108708919709,0.35714285714285715,30,44.59459459459509,-86.43617021276506,-0.0011488095238094951,-2.29761904761899,QHG#
-6,-5,-3,-0.035546082498745246,848,85,0.10023584905660378,-1024.999999999987,-12.058823529411612,124.99999999999733,2021-02-26,-149.99999999999457,2020-05-29,38.06357555871139,-5.029162031342924,0.25882352941176473,22,17.43421052631606,-35.90425531914888,-0.0004823529411764645,-0.964705882352929,QHG#
-7,-5,-1,-0.05564426415195278,848,85,0.10023584905660378,-1525.0000000000098,-17.94117647058835,162.50000000000986,2020-10-01,-237.5000000000016,2020-05-29,56.70933679344075,-5.022230255521943,0.3176470588235294,27,33.088235294117595,-51.96078431372564,-0.000717647058823534,-1.435294117647068,QHG#
