entry_momentum,exit_momentum,exit_pnl,momentum_threshold,total_days,days_traded,days_traded %,total_pnl,mean_pnl,max pnl,max pnl date,min pnl,min pnl date,std pnl,sharpe_ratio,Win %,# of Winners,mean_pnl_winners,mean_pnl_losers,avg $ move,avg tick move,ticker
-10,-2,1,-0.19031471183997728,814,79,0.09705159705159705,-4400.000000000027,-55.696202531645916,275.0000000000057,2019-08-30,-375.0,2020-07-20,130.76141460498516,-6.761549711644213,0.3037974683544304,24,89.90384615384528,-127.12264150943405,-0.11139240506329182,-4.455696202531673,@GF#
-7,-4,1,-0.12101573479795791,814,78,0.09582309582309582,-4837.499999999984,-62.01923076923056,524.9999999999915,2019-06-10,-500.0,2020-10-30,153.00616323864506,-6.434543196654654,0.28205128205128205,22,85.64814814814869,-140.1960784313725,-0.12403846153846114,-4.961538461538446,@GF#
-10,-4,1,-0.1643675727702165,814,79,0.09705159705159705,-5025.000000000035,-63.6075949367093,412.4999999999943,2019-04-26,-687.5,2018-05-31,166.52064765494808,-6.063748132166121,0.26582278481012656,21,92.41071428571347,-149.26470588235318,-0.1272151898734186,-5.088607594936743,@GF#
-7,-2,1,-0.15340642592512443,814,78,0.09582309582309582,-4174.999999999962,-53.52564102564054,412.4999999999943,2019-06-10,-375.0,2020-07-20,140.28174103020956,-6.057047790218014,0.2948717948717949,23,96.15384615384588,-128.36538461538373,-0.10705128205128107,-4.282051282051243,@GF#
-10,-2,2,-0.19031471183997728,814,79,0.09705159705159705,-4049.9999999999404,-51.26582278480937,300.00000000001137,2019-08-30,-387.50000000000284,2020-07-20,135.77878019144222,-5.993717913261818,0.3291139240506329,26,85.08064516129087,-139.32291666666578,-0.10253164556961875,-4.101265822784749,@GF#
-10,-2,-1,-0.19031471183997728,814,79,0.09705159705159705,-1887.500000000024,-23.892405063291445,149.99999999999858,2020-04-14,-262.50000000000284,2018-04-30,65.0502109264644,-5.830575592643235,0.25316455696202533,20,32.031250000000625,-61.96808510638392,-0.04778481012658289,-1.9113924050633155,@GF#
-10,-5,3,-0.06565676503049733,814,235,0.28869778869778867,-13650.000000000091,-58.08510638297911,387.50000000000284,2019-04-26,-775.0000000000057,2018-05-31,163.00809190066428,-5.656605555253431,0.33617021276595743,79,101.61764705882254,-148.58333333333337,-0.11617021276595822,-4.646808510638329,@GF#
-6,-4,0,-0.10186757215620013,814,78,0.09582309582309582,-4587.500000000027,-58.81410256410292,300.00000000000426,2020-03-30,-675.0000000000043,2020-04-09,165.52637622779685,-5.640460179732906,0.34615384615384615,27,93.10344827586067,-148.72448979591812,-0.11762820512820582,-4.705128205128233,@GF#
-10,-2,1,-0.10341281335362718,814,158,0.1941031941031941,-7487.500000000068,-47.38924050632954,412.4999999999943,2019-06-10,-437.5,2018-01-16,134.08137114199585,-5.610629312577461,0.3227848101265823,51,90.62499999999967,-123.16176470588283,-0.0947784810126591,-3.7911392405063635,@GF#
-7,-4,0,-0.12101573479795791,814,78,0.09582309582309582,-4962.499999999991,-63.621794871794755,587.4999999999915,2019-06-10,-675.0000000000043,2020-04-09,180.234626772009,-5.603610700420921,0.34615384615384615,27,91.12903225806392,-165.6914893617015,-0.1272435897435895,-5.089743589743581,@GF#
-7,-5,1,-0.10542222066305396,814,76,0.09336609336609336,-4350.000000000016,-57.23684210526337,512.4999999999886,2019-06-10,-525.0000000000057,2020-10-30,162.47132000621278,-5.592412865313341,0.35526315789473684,27,96.55172413793045,-152.12765957446805,-0.11447368421052673,-4.578947368421069,@GF#
-10,-5,1,-0.06565676503049733,814,234,0.28746928746928746,-12687.500000000085,-54.220085470085834,450.00000000000284,2019-04-26,-725.0000000000085,2018-05-31,154.2415531538309,-5.580319672044906,0.3333333333333333,78,93.74999999999916,-137.08333333333343,-0.10844017094017167,-4.337606837606867,@GF#
-10,-5,2,-0.06565676503049733,814,234,0.28746928746928746,-13125.000000000098,-56.08974358974401,400.0000000000057,2019-04-26,-725.0000000000085,2018-05-31,160.30931227632774,-5.554244249418648,0.3333333333333333,78,102.25903614457793,-143.12913907284812,-0.11217948717948803,-4.487179487179521,@GF#
-10,-2,3,-0.19031471183997728,814,79,0.09705159705159705,-3825.00000000001,-48.41772151898747,337.5000000000057,2019-08-30,-400.0000000000057,2020-07-20,138.47797729148775,-5.550395204775817,0.35443037974683544,28,99.5535714285697,-129.6568627450973,-0.09683544303797494,-3.8734177215189973,@GF#
-6,-4,1,-0.10186757215620013,814,78,0.09582309582309582,-4249.999999999978,-54.487179487179205,700.0000000000028,2020-03-30,-424.99999999999716,2020-07-20,157.3932120840136,-5.495517550812789,0.2692307692307692,21,90.17857142857213,-135.49999999999997,-0.10897435897435843,-4.358974358974337,@GF#
-7,-3,1,-0.1375279353618808,814,77,0.0945945945945946,-4075.000000000003,-52.92207792207796,524.9999999999986,2020-03-30,-450.00000000000284,2020-07-20,153.74834327167014,-5.464201593347518,0.3116883116883117,24,104.32692307692385,-133.0882352941181,-0.10584415584415592,-4.233766233766237,@GF#
-9,-4,1,-0.10147066075850697,814,155,0.1904176904176904,-8150.000000000071,-52.58064516129078,412.4999999999943,2019-04-26,-687.5,2018-05-31,153.09772666069188,-5.452019983827436,0.2967741935483871,46,95.68181818181772,-134.12500000000045,-0.10516129032258155,-4.206451612903262,@GF#
-9,-2,1,-0.1820710858397856,814,78,0.09582309582309582,-3850.00000000003,-49.35897435897474,412.4999999999943,2019-06-10,-375.0,2020-07-20,144.5562151344567,-5.420378681121109,0.32051282051282054,25,105.28846153846143,-126.68269230769282,-0.09871794871794948,-3.9487179487179795,@GF#
